Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Job_Status,Optimization_Category,Production_Output,lag_1,lag_2,lag_3,rolling_mean_7,hour,day_of_week,op_enc,mach_enc
J148,M01,Lathe,3.74,39,9.65,87,2023-03-19 08:30:00,2023-03-19 09:09:00,Completed,High Efficiency,120.69508144047927,112.57088887277922,132.74039743495206,144.8737238743197,127.05665354145374,8,6,3,0
J150,M03,Grinding,4.97,53,12.4,86,2023-03-19 08:50:00,2023-03-19 09:43:00,Delayed,Low Efficiency,118.00707697592645,120.82246294744239,120.69508144047927,112.57088887277922,123.90668410433709,8,6,2,2
J152,M05,Milling,1.82,106,9.32,96,2023-03-19 09:10:00,2023-03-19 10:56:00,Completed,Moderate Efficiency,128.55271360824685,118.23779197337686,118.00707697592645,120.82246294744239,121.660916179029,9,6,4,4
J153,M05,Lathe,1.73,66,5.45,90,2023-03-19 09:20:00,2023-03-19 10:26:00,Completed,High Efficiency,117.79122588975778,128.55271360824685,118.23779197337686,118.00707697592645,119.52532024400125,9,6,3,4
J154,M02,Grinding,2.11,111,7.67,80,2023-03-19 09:30:00,2023-03-19 11:21:00,Completed,Low Efficiency,105.54880730670494,117.79122588975778,128.55271360824685,118.23779197337686,118.52216573456208,9,6,2,1
J155,M03,Drilling,3.57,40,9.87,82,2023-03-19 09:40:00,2023-03-19 10:20:00,Completed,Moderate Efficiency,116.75873737787286,105.54880730670494,117.79122588975778,128.55271360824685,117.95983086847545,9,6,1,2
J157,M03,Grinding,1.01,59,8.16,91,2023-03-19 10:00:00,2023-03-19 10:59:00,Completed,Moderate Efficiency,121.17617961053253,115.41260856818947,116.75873737787286,105.54880730670494,117.63972347638303,10,6,2,2
J158,M05,Drilling,3.55,113,7.69,80,2023-03-19 10:10:00,2023-03-19 12:03:00,Completed,High Efficiency,115.79734245818288,121.17617961053253,115.41260856818947,116.75873737787286,117.29108783135533,10,6,1,4
J159,M02,Milling,1.15,46,3.01,89,2023-03-19 10:20:00,2023-03-19 11:06:00,Completed,High Efficiency,109.3756567379445,115.79734245818288,121.17617961053253,115.41260856818947,114.55150827845499,10,6,4,1
J160,M01,Milling,4.25,118,9.57,87,2023-03-19 10:30:00,2023-03-19 12:28:00,Completed,Moderate Efficiency,112.80189977627785,109.3756567379445,115.79734245818288,121.17617961053253,113.83874740510073,10,6,4,0
J161,M04,Milling,3.8,54,10.3,89,2023-03-19 10:40:00,2023-03-19 11:34:00,Completed,Moderate Efficiency,116.14983774653848,112.80189977627785,109.3756567379445,115.79734245818288,115.35318032507693,10,6,4,3
J162,M01,Additive,2.25,58,11.7,92,2023-03-19 10:50:00,2023-03-19 11:48:00,Completed,Moderate Efficiency,127.08266026908493,116.14983774653848,112.80189977627785,109.3756567379445,116.82802645239295,10,6,0,0
J163,M01,Milling,4.4,43,10.4,80,2023-03-19 11:00:00,2023-03-19 11:43:00,Completed,Low Efficiency,113.6671040346288,127.08266026908493,116.14983774653848,112.80189977627785,116.57866866188428,11,6,4,0
J164,M05,Additive,4.35,56,4.22,97,2023-03-19 11:10:00,2023-03-19 12:06:00,Delayed,Low Efficiency,144.198756206926,113.6671040346288,127.08266026908493,116.14983774653848,119.8676081756548,11,6,0,4
J165,M04,Milling,3.28,29,7.32,82,2023-03-19 11:20:00,2023-03-19 11:49:00,Completed,High Efficiency,108.66882240584917,144.198756206926,113.6671040346288,127.08266026908493,118.84924816817853,11,6,4,3
J167,M01,Grinding,1.29,35,7.2,94,2023-03-19 11:40:00,2023-03-19 12:15:00,Completed,Moderate Efficiency,112.07392326305218,133.08281488200774,108.66882240584917,144.198756206926,122.13198840115533,11,6,2,0
J168,M03,Grinding,4.51,37,12.54,99,2023-03-19 11:50:00,2023-03-19 12:27:00,Delayed,Low Efficiency,121.21314451611192,112.07392326305218,133.08281488200774,108.66882240584917,122.85531793966582,11,6,2,2
J169,M03,Lathe,1.36,23,7.11,92,2023-03-19 12:00:00,2023-03-19 12:23:00,Completed,High Efficiency,122.76814896176153,121.21314451611192,112.07392326305218,133.08281488200774,122.23895918147676,12,6,3,2
J170,M03,Milling,3.54,102,2.14,99,2023-03-19 12:10:00,2023-03-19 13:52:00,Completed,Low Efficiency,135.60671305962424,122.76814896176153,121.21314451611192,112.07392326305218,125.37318904219039,12,6,4,2
J171,M05,Drilling,2.58,72,13.69,83,2023-03-19 12:20:00,2023-03-19 13:32:00,Completed,Low Efficiency,117.6062941189041,135.60671305962424,122.76814896176153,121.21314451611192,121.5742658867587,12,6,1,4
J173,M02,Additive,1.85,64,12.14,82,2023-03-19 12:40:00,2023-03-19 13:44:00,Completed,Moderate Efficiency,113.29115305951346,107.94163826471511,117.6062941189041,135.60671305962424,118.64300217766893,12,6,0,1
J174,M01,Additive,2.44,113,12.49,80,2023-03-19 12:50:00,2023-03-19 14:43:00,Delayed,Low Efficiency,104.29687203349926,113.29115305951346,107.94163826471511,117.6062941189041,117.53199485916137,12,6,0,0
J176,M05,Milling,2.39,100,2.62,95,2023-03-19 13:10:00,2023-03-19 14:50:00,Completed,High Efficiency,132.62897259140814,124.00678579107768,104.29687203349926,113.29115305951346,119.33977555982028,13,6,4,4
J177,M02,Drilling,3.51,97,9.08,97,2023-03-19 13:20:00,2023-03-19 14:57:00,Completed,Moderate Efficiency,124.4719516791308,132.62897259140814,124.00678579107768,104.29687203349926,117.74909536260694,13,6,1,1
J178,M01,Drilling,4.43,82,10.58,82,2023-03-19 13:30:00,2023-03-19 14:52:00,Completed,Low Efficiency,112.961251111249,124.4719516791308,132.62897259140814,124.00678579107768,117.08551779008478,13,6,1,0
J179,M03,Lathe,1.58,95,14.17,80,2023-03-19 13:40:00,2023-03-19 15:15:00,Delayed,Low Efficiency,97.24833748241329,112.961251111249,124.4719516791308,132.62897259140814,115.55790339261308,13,6,3,2
J180,M02,Additive,3.46,69,3.76,84,2023-03-19 13:50:00,2023-03-19 14:59:00,Completed,Low Efficiency,126.38539579512529,97.24833748241329,112.961251111249,124.4719516791308,117.42850949770049,13,6,0,1
J181,M02,Drilling,3.55,95,6.4,89,2023-03-19 14:00:00,2023-03-19 15:35:00,Completed,Low Efficiency,123.67503044373258,126.38539579512529,97.24833748241329,112.961251111249,120.19681784201954,14,6,1,1
J183,M04,Drilling,4.11,106,12.25,80,2023-03-19 14:20:00,2023-03-19 16:06:00,Completed,Low Efficiency,112.96690798583555,99.27624353290992,123.67503044373258,126.38539579512529,113.8550168614852,14,6,1,3
J184,M04,Additive,3.52,89,9.7,99,2023-03-19 14:30:00,2023-03-19 15:59:00,Completed,Moderate Efficiency,123.26298423887786,112.96690798583555,99.27624353290992,123.67503044373258,113.68230722716336,14,6,0,3
J185,M04,Grinding,2.0,50,6.07,85,2023-03-19 14:40:00,2023-03-19 15:30:00,Completed,High Efficiency,121.34215725513593,123.26298423887786,112.96690798583555,99.27624353290992,114.87957953343292,14,6,2,3
J186,M01,Milling,1.25,70,12.13,82,2023-03-19 14:50:00,2023-03-19 16:00:00,Completed,Low Efficiency,89.40871172196627,121.34215725513593,123.26298423887786,112.96690798583555,113.7596329962262,14,6,4,0
J188,M02,Grinding,2.61,90,9.18,83,2023-03-19 15:10:00,2023-03-19 16:40:00,Completed,Low Efficiency,112.27982539630487,105.07508330285776,89.40871172196627,121.34215725513593,109.08741620484116,15,6,2,1
J189,M03,Drilling,3.38,50,11.6,86,2023-03-19 15:20:00,2023-03-19 16:10:00,Completed,Moderate Efficiency,114.01218501804343,112.27982539630487,105.07508330285776,89.40871172196627,111.19255070271738,15,6,1,2
J190,M04,Milling,1.94,50,10.25,97,2023-03-19 15:30:00,2023-03-19 16:20:00,Delayed,Low Efficiency,126.3050729770337,114.01218501804343,112.27982539630487,105.07508330285776,113.09800284431712,15,6,4,3
J191,M01,Milling,4.16,114,5.81,89,2023-03-19 15:40:00,2023-03-19 17:34:00,Completed,High Efficiency,114.32371545138277,126.3050729770337,114.01218501804343,112.27982539630487,111.82096444610352,15,6,4,0
J192,M03,Drilling,1.04,100,6.93,82,2023-03-19 15:50:00,2023-03-19 17:30:00,Completed,Low Efficiency,113.25925434674592,114.32371545138277,126.3050729770337,114.01218501804343,110.66626403061925,15,6,1,2
J193,M04,Drilling,4.82,80,14.08,80,2023-03-19 16:00:00,2023-03-19 17:20:00,Completed,Moderate Efficiency,116.27758590886252,113.25925434674592,114.32371545138277,126.3050729770337,114.50467462874727,16,6,1,3
J194,M03,Lathe,4.81,57,8.84,94,2023-03-19 16:10:00,2023-03-19 17:07:00,Completed,Moderate Efficiency,122.58653251129401,116.27758590886252,113.25925434674592,114.32371545138277,117.00631022995246,16,6,3,2
J195,M02,Drilling,2.53,88,7.32,87,2023-03-19 16:20:00,2023-03-19 17:48:00,Completed,Moderate Efficiency,121.78738330265878,122.58653251129401,116.27758590886252,113.25925434674592,118.36453278800302,16,6,1,1
J196,M02,Drilling,1.48,56,8.84,93,2023-03-19 16:30:00,2023-03-19 17:26:00,Completed,Low Efficiency,117.61426834388877,121.78738330265878,122.58653251129401,116.27758590886252,118.87911612026664,16,6,1,1
J197,M05,Drilling,1.01,21,9.75,88,2023-03-19 16:40:00,2023-03-19 17:01:00,Delayed,Low Efficiency,120.09395275606833,117.61426834388877,121.78738330265878,122.58653251129401,117.9918132315573,16,6,1,4
J198,M04,Milling,2.33,74,2.46,92,2023-03-19 16:50:00,2023-03-19 18:04:00,Completed,Optimal Efficiency,129.42052076981867,120.09395275606833,117.61426834388877,121.78738330265878,120.14849970561956,16,6,4,3
J199,M04,Lathe,4.52,90,7.61,94,2023-03-19 17:00:00,2023-03-19 18:30:00,Completed,High Efficiency,141.20417974640344,129.42052076981867,120.09395275606833,117.61426834388877,124.14063190557066,17,6,3,3
J200,M02,Lathe,2.04,84,7.96,94,2023-03-19 17:10:00,2023-03-19 18:34:00,Completed,Low Efficiency,124.97063974718196,141.20417974640344,129.42052076981867,120.09395275606833,125.38249673961629,17,6,3,1
J203,M05,Additive,1.91,61,3.81,89,2023-03-19 17:40:00,2023-03-19 18:41:00,Delayed,Low Efficiency,134.81129797943555,124.32910411212036,125.05609081028778,124.97063974718196,128.55511227447371,17,6,0,4
J204,M02,Grinding,1.66,113,5.93,80,2023-03-19 17:50:00,2023-03-19 19:43:00,Completed,Low Efficiency,113.47031865361299,134.81129797943555,124.32910411212036,125.05609081028778,127.60887883126581,17,6,2,1
J206,M04,Grinding,2.5,89,3.08,92,2023-03-19 18:10:00,2023-03-19 19:39:00,Delayed,Low Efficiency,121.06921977844583,106.65465763048797,113.47031865361299,134.81129797943555,121.48018981593893,18,6,2,3
J207,M05,Milling,3.41,21,3.53,82,2023-03-19 18:20:00,2023-03-19 18:41:00,Completed,Low Efficiency,121.17736937800532,121.06921977844583,106.65465763048797,113.47031865361299,120.93829404891369,18,6,4,4
J208,M01,Grinding,3.27,20,5.06,85,2023-03-19 18:30:00,2023-03-19 18:50:00,Completed,High Efficiency,115.68284545397155,121.17736937800532,121.06921977844583,106.65465763048797,119.59925899801136,18,6,2,0
J209,M01,Grinding,2.34,106,11.95,83,2023-03-19 18:40:00,2023-03-19 20:26:00,Delayed,Low Efficiency,107.64962299521619,115.68284545397155,121.17736937800532,121.06921977844583,117.21647598131077,18,6,2,0
J210,M04,Drilling,1.1,76,10.49,80,2023-03-19 18:50:00,2023-03-19 20:06:00,Completed,Moderate Efficiency,107.27124805178521,107.64962299521619,115.68284545397155,121.17736937800532,113.28218313450358,18,6,1,3
J211,M03,Milling,1.66,25,8.39,80,2023-03-19 19:00:00,2023-03-19 19:25:00,Completed,Low Efficiency,109.29289454046297,107.27124805178521,107.64962299521619,115.68284545397155,112.68540826119644,19,6,4,2
J212,M01,Milling,1.45,96,4.27,98,2023-03-19 19:10:00,2023-03-19 20:46:00,Completed,High Efficiency,121.93709107595652,109.29289454046297,107.27124805178521,107.64962299521619,114.86861303912052,19,6,4,0
J214,M04,Grinding,2.39,36,4.59,85,2023-03-19 19:30:00,2023-03-19 20:06:00,Completed,Low Efficiency,119.02490451632029,118.38363981054488,121.93709107595652,109.29289454046297,114.17746377775109,19,6,2,3
J215,M02,Milling,4.79,43,6.1,91,2023-03-19 19:40:00,2023-03-19 20:23:00,Completed,High Efficiency,121.02276872040875,119.02490451632029,118.38363981054488,121.93709107595652,114.9403099586707,19,6,4,1
J216,M01,Lathe,3.51,42,10.46,95,2023-03-19 19:50:00,2023-03-19 20:32:00,Completed,Moderate Efficiency,117.68275153398724,121.02276872040875,119.02490451632029,118.38363981054488,116.37361403563798,19,6,3,0
J217,M02,Grinding,3.35,109,4.75,95,2023-03-19 20:00:00,2023-03-19 21:49:00,Completed,Low Efficiency,129.4398979306928,117.68275153398724,121.02276872040875,119.02490451632029,119.54056401833905,20,6,2,1
J218,M05,Additive,2.58,71,10.74,84,2023-03-19 20:10:00,2023-03-19 21:21:00,Delayed,Low Efficiency,121.2377586777754,129.4398979306928,117.68275153398724,121.02276872040875,121.24697318081226,20,6,0,4
J219,M05,Additive,1.46,107,11.19,97,2023-03-19 20:20:00,2023-03-19 22:07:00,Completed,Low Efficiency,136.57854475345428,121.2377586777754,129.4398979306928,117.68275153398724,123.33860942045483,20,6,0,4
J220,M05,Milling,1.62,70,4.22,81,2023-03-19 20:30:00,2023-03-19 21:40:00,Completed,Low Efficiency,113.19471424169679,136.57854475345428,121.2377586777754,129.4398979306928,122.5973343391908,20,6,4,4
J221,M02,Drilling,1.66,95,10.49,81,2023-03-19 20:40:00,2023-03-19 22:15:00,Delayed,Low Efficiency,102.74227499753611,113.19471424169679,136.57854475345428,121.2377586777754,120.27124440793591,20,6,1,1
J224,M05,Drilling,3.61,85,9.63,99,2023-03-19 21:10:00,2023-03-19 22:35:00,Delayed,Low Efficiency,136.68640736886732,116.75902012676953,117.14709112150308,102.74227499753611,120.62083018394323,21,6,1,4
J225,M03,Milling,4.52,22,13.02,80,2023-03-19 21:20:00,2023-03-19 21:42:00,Completed,Moderate Efficiency,101.49201492777688,136.68640736886732,116.75902012676953,117.14709112150308,117.80000964822914,21,6,4,2
J226,M04,Grinding,3.11,105,7.9,88,2023-03-19 21:30:00,2023-03-19 23:15:00,Completed,Low Efficiency,122.62130997100166,101.49201492777688,136.68640736886732,116.75902012676953,115.80611896502162,21,6,2,3
J227,M05,Drilling,3.25,109,6.97,81,2023-03-19 21:40:00,2023-03-19 23:29:00,Delayed,Low Efficiency,122.59353268982687,122.62130997100166,101.49201492777688,136.68640736886732,117.1488073147545,21,6,1,4
J228,M02,Lathe,4.66,77,8.47,82,2023-03-19 21:50:00,2023-03-19 23:07:00,Completed,Low Efficiency,118.40690518100139,122.59353268982687,122.62130997100166,101.49201492777688,119.3866116266781,21,6,3,1
J229,M01,Milling,4.49,59,13.77,83,2023-03-19 22:00:00,2023-03-19 22:59:00,Completed,Moderate Efficiency,104.60441965517319,118.40690518100139,122.59353268982687,122.62130997100166,117.59480141720242,22,6,4,0
J230,M01,Milling,2.36,65,11.13,88,2023-03-19 22:10:00,2023-03-19 23:15:00,Completed,Moderate Efficiency,106.11439135131998,104.60441965517319,118.40690518100139,122.59353268982687,116.07414016356675,22,6,4,0
J232,M01,Grinding,3.62,106,11.48,98,2023-03-19 22:30:00,2023-03-20 00:16:00,Completed,Low Efficiency,120.82740058318905,103.65169545508734,106.11439135131998,104.60441965517319,114.11709355522851,22,6,2,0
J233,M04,Milling,3.03,88,2.35,81,2023-03-19 22:40:00,2023-03-20 00:08:00,Completed,Low Efficiency,116.37069261991643,120.82740058318905,103.65169545508734,106.11439135131998,113.2241482193592,22,6,4,3
J234,M01,Grinding,4.31,111,9.95,98,2023-03-19 22:50:00,2023-03-20 00:41:00,Completed,Moderate Efficiency,129.62525023130715,116.37069261991643,120.82740058318905,103.65169545508734,114.22867929671351,22,6,2,0
J235,M03,Lathe,4.37,56,6.94,89,2023-03-19 23:00:00,2023-03-19 23:56:00,Completed,Low Efficiency,119.38608784089044,129.62525023130715,116.37069261991643,120.82740058318905,114.36856253384052,23,6,3,2
J236,M02,Lathe,4.49,26,7.84,97,2023-03-19 23:10:00,2023-03-19 23:36:00,Completed,High Efficiency,133.31299050854997,119.38608784089044,129.62525023130715,116.37069261991643,118.46978694146576,23,6,3,1
J237,M01,Grinding,3.53,83,6.17,83,2023-03-19 23:20:00,2023-03-20 00:43:00,Completed,High Efficiency,124.82342272245685,133.31299050854997,119.38608784089044,129.62525023130715,121.14250570877104,23,6,2,0
J238,M05,Additive,4.1,95,7.18,89,2023-03-19 23:30:00,2023-03-20 01:05:00,Completed,Low Efficiency,122.58407487493233,124.82342272245685,133.31299050854997,119.38608784089044,123.84713134017746,23,6,0,4
J241,M01,Milling,2.65,95,9.52,91,2023-03-20 00:00:00,2023-03-20 01:35:00,Completed,Moderate Efficiency,109.46381487223887,126.65254017515124,135.6532936538905,122.58407487493233,124.55374637830144,0,0,4,0
J242,M05,Lathe,4.51,102,10.33,97,2023-03-20 00:10:00,2023-03-20 01:52:00,Completed,Low Efficiency,129.00264092835602,109.46381487223887,126.65254017515124,135.6532936538905,125.92753967651083,0,0,3,4
J243,M02,Lathe,2.34,56,4.43,85,2023-03-20 00:20:00,2023-03-20 01:16:00,Completed,High Efficiency,115.70959711206521,129.00264092835602,109.46381487223887,126.65254017515124,123.41276919129872,0,0,3,1
J244,M03,Grinding,3.75,42,10.91,91,2023-03-20 00:30:00,2023-03-20 01:12:00,Delayed,Low Efficiency,120.34404560299136,115.70959711206521,129.00264092835602,109.46381487223887,122.77285817423221,0,0,2,2
J245,M02,Additive,2.86,25,2.84,82,2023-03-20 00:40:00,2023-03-20 01:05:00,Completed,High Efficiency,122.1569351547644,120.34404560299136,115.70959711206521,129.00264092835602,122.71183821420824,0,0,0,1
J246,M01,Milling,1.69,40,3.02,90,2023-03-20 00:50:00,2023-03-20 01:30:00,Completed,Low Efficiency,107.91098096835013,122.1569351547644,120.34404560299136,115.70959711206521,118.74865068770247,0,0,4,0
J247,M02,Milling,4.81,84,12.46,95,2023-03-20 01:00:00,2023-03-20 02:24:00,Completed,Low Efficiency,127.1446578239156,107.91098096835013,122.1569351547644,120.34404560299136,118.81895320895451,1,0,4,1
J248,M01,Drilling,4.07,51,5.84,91,2023-03-20 01:10:00,2023-03-20 02:01:00,Completed,Low Efficiency,133.4350929601841,127.1446578239156,107.91098096835013,122.1569351547644,122.2434215072324,1,0,1,0
J249,M03,Milling,1.48,67,3.71,94,2023-03-20 01:20:00,2023-03-20 02:27:00,Completed,High Efficiency,116.86117870397898,133.4350929601841,127.1446578239156,107.91098096835013,120.50892690374997,1,0,4,2
J250,M02,Milling,1.32,79,6.4,96,2023-03-20 01:30:00,2023-03-20 02:49:00,Completed,Low Efficiency,109.90787836098744,116.86117870397898,133.4350929601841,127.1446578239156,119.68010993931027,1,0,4,1
J251,M01,Milling,1.02,21,8.57,89,2023-03-20 01:40:00,2023-03-20 02:01:00,Completed,Low Efficiency,109.09132438226378,109.90787836098744,116.86117870397898,133.4350929601841,118.07257833634921,1,0,4,0
J252,M05,Milling,4.59,38,13.14,96,2023-03-20 01:50:00,2023-03-20 02:28:00,Completed,Low Efficiency,122.21806015093468,109.09132438226378,109.90787836098744,116.86117870397898,118.08131047865923,1,0,4,4
J253,M01,Milling,4.49,43,9.9,87,2023-03-20 02:00:00,2023-03-20 02:43:00,Completed,Moderate Efficiency,116.14476581660392,122.21806015093468,109.09132438226378,109.90787836098744,119.25756545698121,2,0,4,0
J254,M05,Milling,1.32,38,14.38,92,2023-03-20 02:10:00,2023-03-20 02:48:00,Delayed,Low Efficiency,107.36735791427454,116.14476581660392,122.21806015093468,109.09132438226378,116.43223689846107,2,0,4,4
J255,M01,Grinding,1.82,38,11.78,83,2023-03-20 02:20:00,2023-03-20 02:58:00,Completed,Low Efficiency,108.09169375535095,107.36735791427454,116.14476581660392,122.21806015093468,112.8117512977706,2,0,2,0
J256,M01,Grinding,1.73,60,4.89,82,2023-03-20 02:30:00,2023-03-20 03:30:00,Completed,High Efficiency,115.26074571828003,108.09169375535095,107.36735791427454,116.14476581660392,112.58311801409934,2,0,2,0
J257,M02,Additive,2.86,120,5.09,82,2023-03-20 02:40:00,2023-03-20 04:40:00,Completed,High Efficiency,117.37401310768209,115.26074571828003,108.09169375535095,107.36735791427454,113.64970869219857,2,0,0,1
J258,M05,Drilling,1.58,28,9.23,88,2023-03-20 02:50:00,2023-03-20 03:18:00,Completed,Low Efficiency,111.93718022302474,117.37401310768209,115.26074571828003,108.09169375535095,114.056259526593,2,0,1,4
J259,M03,Lathe,2.91,24,7.41,95,2023-03-20 03:00:00,2023-03-20 03:24:00,Completed,Low Efficiency,116.3783080133246,111.93718022302474,117.37401310768209,115.26074571828003,113.22200922122013,3,0,3,2
J261,M01,Drilling,3.48,104,4.72,88,2023-03-20 03:20:00,2023-03-20 05:04:00,Delayed,Low Efficiency,118.97170371107985,135.31689689553605,116.3783080133246,111.93718022302474,117.6186487748969,3,0,1,0
J263,M04,Lathe,3.65,38,14.87,80,2023-03-20 03:40:00,2023-03-20 04:18:00,Completed,Moderate Efficiency,104.44942980774746,133.24791822850656,118.97170371107985,135.31689689553605,119.66792142670019,3,0,3,3
J264,M04,Grinding,2.61,72,13.92,86,2023-03-20 03:50:00,2023-03-20 05:02:00,Delayed,Low Efficiency,111.46816351865228,104.44942980774746,133.24791822850656,118.97170371107985,118.82422862826738,3,0,2,3
J265,M04,Milling,2.77,97,6.15,82,2023-03-20 04:00:00,2023-03-20 05:37:00,Completed,Low Efficiency,104.73360097076748,111.46816351865228,104.44942980774746,133.24791822850656,117.7951458779449,4,0,4,3
J266,M05,Milling,2.68,96,12.26,96,2023-03-20 04:10:00,2023-03-20 05:46:00,Delayed,Low Efficiency,120.41189298396915,104.73360097076748,111.46816351865228,104.44942980774746,118.37137230232268,4,0,4,4
J267,M02,Drilling,4.42,101,8.25,80,2023-03-20 04:20:00,2023-03-20 06:01:00,Completed,Low Efficiency,121.68945511917101,120.41189298396915,104.73360097076748,111.46816351865228,116.42459490569912,4,0,1,1
J268,M04,Lathe,4.24,105,6.98,93,2023-03-20 04:30:00,2023-03-20 06:15:00,Completed,High Efficiency,129.8061104352233,121.68945511917101,120.41189298396915,104.73360097076748,117.97236729486247,4,0,3,3
J269,M01,Grinding,1.49,25,4.0,84,2023-03-20 04:40:00,2023-03-20 05:05:00,Delayed,Low Efficiency,112.06056914150766,129.8061104352233,121.68945511917101,120.41189298396915,114.94560313957689,4,0,2,0
J270,M04,Drilling,4.32,75,14.44,81,2023-03-20 04:50:00,2023-03-20 06:05:00,Completed,Moderate Efficiency,115.57900083134392,112.06056914150766,129.8061104352233,121.68945511917101,116.53554185723354,4,0,1,3
J271,M01,Grinding,1.78,21,7.47,83,2023-03-20 05:00:00,2023-03-20 05:21:00,Completed,Low Efficiency,111.66123172820066,115.57900083134392,112.06056914150766,129.8061104352233,116.56312303002618,5,0,2,0
J272,M04,Lathe,3.17,55,13.68,84,2023-03-20 05:10:00,2023-03-20 06:05:00,Completed,Low Efficiency,96.51603621786676,111.66123172820066,115.57900083134392,112.06056914150766,115.3891852081832,5,0,3,3
J273,M01,Milling,3.08,78,5.42,82,2023-03-20 05:20:00,2023-03-20 06:38:00,Delayed,Low Efficiency,121.65556154125348,96.51603621786676,111.66123172820066,115.57900083134392,115.56685214493812,5,0,4,0
J274,M05,Lathe,2.17,20,4.29,97,2023-03-20 05:30:00,2023-03-20 05:50:00,Completed,Low Efficiency,131.99746661343966,121.65556154125348,96.51603621786676,111.66123172820066,117.03942521554791,5,0,3,4
J275,M03,Additive,3.21,94,14.67,93,2023-03-20 05:40:00,2023-03-20 07:14:00,Completed,Moderate Efficiency,117.76895708806491,131.99746661343966,121.65556154125348,96.51603621786676,115.31983188023958,5,0,0,2
J277,M01,Lathe,2.0,76,12.37,88,2023-03-20 06:00:00,2023-03-20 07:16:00,Completed,Moderate Efficiency,109.02470888674596,122.82923312406199,117.76895708806491,131.99746661343966,115.92188502851907,6,0,3,0
J278,M03,Additive,2.08,58,14.2,91,2023-03-20 06:10:00,2023-03-20 07:08:00,Completed,Moderate Efficiency,115.45948030482816,109.02470888674596,122.82923312406199,117.76895708806491,116.46449196803727,6,0,0,2
J279,M04,Milling,2.15,64,2.45,81,2023-03-20 06:20:00,2023-03-20 07:24:00,Completed,High Efficiency,105.73157766109253,115.45948030482816,109.02470888674596,122.82923312406199,117.78099788849809,6,0,4,3
J280,M05,Drilling,2.62,66,9.66,89,2023-03-20 06:30:00,2023-03-20 07:36:00,Completed,Low Efficiency,133.1004643067966,105.73157766109253,115.45948030482816,109.02470888674596,119.4159839978614,6,0,1,4
J281,M03,Lathe,4.82,59,8.66,95,2023-03-20 06:40:00,2023-03-20 07:39:00,Completed,High Efficiency,128.92529671383764,133.1004643067966,105.73157766109253,115.45948030482816,118.97710258363254,6,0,3,2
J282,M03,Lathe,3.17,30,10.21,88,2023-03-20 06:50:00,2023-03-20 07:20:00,Completed,Moderate Efficiency,121.343863558579,128.92529671383764,133.1004643067966,105.73157766109253,119.48780350799169,6,0,3,2
J283,M01,Additive,1.52,37,9.47,96,2023-03-20 07:00:00,2023-03-20 07:37:00,Completed,Low Efficiency,117.29575076107804,121.343863558579,128.92529671383764,133.1004643067966,118.69730602756542,7,0,0,0
J284,M02,Grinding,3.32,71,13.8,80,2023-03-20 07:10:00,2023-03-20 08:21:00,Delayed,Low Efficiency,114.241885271229,117.29575076107804,121.343863558579,128.92529671383764,119.44261693963442,7,0,2,1
J285,M01,Additive,3.25,106,13.31,86,2023-03-20 07:20:00,2023-03-20 09:06:00,Completed,Moderate Efficiency,115.6347184444614,114.241885271229,117.29575076107804,121.343863558579,119.46765095958202,7,0,0,0
J286,M04,Additive,3.22,107,6.69,91,2023-03-20 07:30:00,2023-03-20 09:17:00,Completed,High Efficiency,133.58621917237724,115.6347184444614,114.241885271229,117.29575076107804,123.44688546119413,7,0,0,3
J287,M02,Lathe,3.31,95,5.56,85,2023-03-20 07:40:00,2023-03-20 09:15:00,Completed,High Efficiency,113.18673316926524,133.58621917237724,115.6347184444614,114.241885271229,120.60206672726108,7,0,3,1
J288,M02,Additive,2.97,36,6.56,82,2023-03-20 07:50:00,2023-03-20 08:26:00,Completed,High Efficiency,125.67872644841351,113.18673316926524,133.58621917237724,115.6347184444614,120.13827097505762,7,0,0,1
J289,M02,Grinding,1.49,97,5.47,81,2023-03-20 08:00:00,2023-03-20 09:37:00,Completed,Low Efficiency,114.40009082267395,125.67872644841351,113.18673316926524,133.58621917237724,119.14630344135692,8,0,2,1
J290,M05,Grinding,3.82,81,10.72,99,2023-03-20 08:10:00,2023-03-20 09:31:00,Completed,Moderate Efficiency,138.215231147825,114.40009082267395,125.67872644841351,113.18673316926524,122.13480063946362,8,0,2,4
J291,M03,Milling,5.0,26,12.76,95,2023-03-20 08:20:00,2023-03-20 08:46:00,Completed,Moderate Efficiency,120.04756220179209,138.215231147825,114.40009082267395,125.67872644841351,122.96418305811548,8,0,4,2
J292,M04,Additive,2.41,93,9.8,91,2023-03-20 08:30:00,2023-03-20 10:03:00,Completed,Moderate Efficiency,121.56986440769606,120.04756220179209,138.215231147825,114.40009082267395,123.8120610528633,8,0,0,3
J293,M04,Drilling,1.8,103,13.09,82,2023-03-20 08:40:00,2023-03-20 10:23:00,Completed,Low Efficiency,120.21158348841972,121.56986440769606,120.04756220179209,138.215231147825,121.90139881229793,8,0,1,3
J294,M03,Drilling,4.27,90,6.74,87,2023-03-20 08:50:00,2023-03-20 10:20:00,Completed,Low Efficiency,122.15692088639227,120.21158348841972,121.56986440769606,120.04756220179209,123.18285420045893,8,0,1,2
